assa1263 26.09 91.29 0.9994602671396965 0.7503090936773222
awad1243 27.59 82.47 0.9942427766638334 0.5072066004281446
bagh1251 24.68 87.5 0.996083970983741 0.25161859862363417
beng1280 24.0 90.0 0.9997797400841786 0.749528294638867
bhad1241 33.29 75.87 0.7488856731723919 0.7449907682697873
bhat1263 32.4 76.03 0.5298147865073962 0.6387230197017009
bhoj1244 26.46 84.82 0.9980046442015947 0.25268736603129466
braj1242 26.48 78.08 0.9581871732737914 0.42866595304719457
cham1307 32.55 76.18 0.8101736067617837 0.2872457058219259
chur1258 32.9 76.11 0.4046612575054017 0.2637025658904299
dhiv1236 1.93 73.54 0.9961423874508595 0.748692741094523
dogr1250 32.55 75.71 0.1968795980712203 0.27219368371334046
garh1243 30.51 78.72 0.2523823521804671 0.4970970767711199
guja1252 22.69 71.1 0.2502673448532164 0.250431571315915
hind1269 25.0 77.0 0.999912840805173 0.25045591221649527
jaun1243 30.56 77.91 0.7099155243665953 0.25538565267358815
kach1277 23.83 69.0 0.9901968974408681 0.25465488311818
kang1280 31.91 76.37 0.8691584986343089 0.6380928837463743
khet1238 30.48 70.28 0.9809265991182345 0.2591177255185595
konk1267 19.24 73.92 0.25157681671519283 0.3448874050324371
kuma1273 29.56 80.02 0.9995869310676043 0.742701232606912
maha1287 31.01 77.53 0.9839126975768377 0.7445852932276631
mait1250 26.38 86.22 0.9987827625892005 0.25507292967568
mara1378 17.93 76.67 0.2502031954481173 0.2507061893237047
marw1260 27.0 75.07 0.24965229394317093 0.26404716421918845
nepa1254 28.0 85.0 0.9997721168983275 0.7500037650217242
oriy1255 21.0 85.0 0.7187173503596628 0.7490369986449611
paha1251 33.64 73.81 0.9724361947745241 0.36146894075814306
pang1282 32.98 76.56 0.7414610868925111 0.5950354694500525
panj1256 30.04 75.67 0.9996772749972747 0.25004521008235103
sind1272 26.0 69.0 0.9991283824831594 0.25042270133874456
sinh1246 8.0 81.0 0.9998812499789431 0.749337800384001
west2386 30.09 75.35 0.9996523610025656 0.25121255596790526
