cast1245	Castelmezzano	Indo-European		Eurasia	0		
celt1247	Celtiberian	Indo-European	xce	Eurasia	0		
cent1972	Central Kurdish	Indo-European	ckb	Eurasia	13	35.65	45.81
cent1973	Central Pashto	Indo-European	pst	Eurasia	2	31.92	69.45
chak1266	Chakma	Indo-European	ccp	Eurasia	0	23.00	92.34
cham1307	Chambeali	Indo-European	cdh	Eurasia	3	32.55	76.18
chav1241	Chavacano	Indo-European	cbk	Papunesia	5	7.44	122.19
chha1249	Chhattisgarhi	Indo-European	hne	Eurasia	9	20.36	82.05
chil1275	Chilisso	Indo-European	clh	Eurasia	0	35.25	73.33
chin1475	Chinali	Indo-European	cih	Eurasia	0	32.55	76.96
chit1274	Chitwania Tharu	Indo-European	the	Eurasia	0	27.58	84.41
chit1275	Chittagonian	Indo-European	ctg	Eurasia	0	20.83	93.17
chod1238	Chodri	Indo-European	cdi	Eurasia	0	20.88	73.53
chur1257	Church Slavic	Indo-European	chu	Eurasia	0	43.72	22.84
chur1258	Churahi	Indo-European	cdj	Eurasia	0	32.90	76.11
cimb1238	Cimbrian	Indo-European	cim	Eurasia	3	46.88	11.43
cisa1237	Cisalpine Gaulish	Indo-European	xcg	Eurasia	0		
clas1249	Classical Armenian	Indo-European	xcl	Eurasia	0	40.00	45.00
colo1254	Colonia Tovar German	Indo-European	gct	South America	0	10.49	-67.26
corn1251	Cornish	Indo-European	cor	Eurasia	0	50.52	-4.19
cors1241	Corsican	Indo-European	cos	Eurasia	4	41.70	9.26
creo1235	Guyanese Creole English	Indo-European	gyn	South America	0	4.07	-58.92
croa1245	Croatian	Indo-European	hrv	Eurasia	3	45.20	16.83
cune1239	Cuneiform Luwian	Indo-European	xlu	Eurasia	0		
cypr1249	Cypriot Greek	Indo-European		Eurasia	0		
czec1258	Czech	Indo-European	ces	Eurasia	6	49.87	15.10
daci1234	Dacian	Indo-European	xdc	Eurasia	0		
dale1238	Dalecarlian	Indo-European	qer	Eurasia	3		
dalm1243	Dalmatian	Indo-European	dlm	Eurasia	0	42.71	18.02
dama1278	Daman-Diu Portuguese	Indo-European		Eurasia	0	7.25	80.67
dame1241	Dameli	Indo-European	dml	Eurasia	0	35.30	71.68
dang1260	Dangaura Tharu	Indo-European	thl	Eurasia	7	27.88	81.78
dani1285	Danish	Indo-European	dan	Eurasia	0	54.87	9.36
dara1250	Darai	Indo-European	dry	Eurasia	0	27.86	84.14
dari1249	Dari	Indo-European	prs	Eurasia	2	31.04	67.36
decc1239	Deccan	Indo-European	dcc	Eurasia	2	18.59	75.72
dehw1238	Dehwari	Indo-European	deh	Eurasia	0	29.52	66.60
dezf1238	Dezfuli-Shushtari	Indo-European	def	Eurasia	0	32.37	48.91
dhan1264	Dhanki	Indo-European	dhn	Eurasia	0	20.77	73.74
dhan1265	Dhanwar (Nepal)	Indo-European	dhw	Eurasia	0	27.55	85.01
dhat1238	Dhatki	Indo-European	mki	Eurasia	5	26.42	70.78
dhiv1236	Dhivehi	Indo-European	div	Eurasia	0	1.93	73.54
dhod1238	Dhodia-Kukna	Indo-European	dho	Eurasia	0	21.07	73.27
dhun1238	Dhundari	Indo-European	dhd	Eurasia	0	26.47	76.20
diml1238	Dimli	Indo-European	diq	Eurasia	5	38.61	39.64
dogr1250	Dogri	Indo-European	dgo	Eurasia	5	32.55	75.71
doma1258	Domari	Indo-European	rmt	Eurasia	19	32.00	35.00
doma1260	Domaaki	Indo-European	dmk	Eurasia	0	36.33	74.80
doty1234	Dotyali	Indo-European	dty	Eurasia	0		
dren1238	Drents	Indo-European	drt	Eurasia	2	52.90	6.52
dubl1239	Dubli	Indo-European	dub	Eurasia	0	21.52	73.22
dung1251	Dungra Bhil	Indo-European	duh	Eurasia	0	22.31	73.19
dutc1256	Dutch	Indo-European	nld	Eurasia	5	52.00	5.00
east2288	Eastern Frisian	Indo-European	frs	Eurasia	0	52.97	7.74
east2295	Eastern Yiddish	Indo-European	ydd	Eurasia	8	51.75	19.42
east2303	Archaic Finnish Swedish	Indo-European		Eurasia	4		
east2304	Eastern Balochi	Indo-European	bgp	Eurasia	0	28.00	62.00
emil1241	Emiliano	Indo-European	egl	Eurasia	6	44.35	11.58
esht1238	Eshtehardi	Indo-European	esh	Eurasia	0	35.73	50.37
extr1243	Extremaduran	Indo-European	ext	Eurasia	3	39.19	-6.10
fada1250	Annobonese	Indo-European	fab	Africa	0	-1.43	5.62
faet1240	Faeto and Celle San Vito Francoprovencal	Indo-European		Eurasia	0		
fala1241	Fala	Indo-European	fax	Eurasia	3	40.17	-6.91
fali1291	Faliscan	Indo-European	xfa	Eurasia	0		
faro1244	Faroese	Indo-European	fao	Eurasia	0	62.07	-6.88
fern1234	Pichi	Indo-European	fpe	Africa	0	3.74	8.78
fiji1242	Fiji Hindi	Indo-European	hif	Papunesia	0	-17.81	177.77
fran1260	Arpitan	Indo-European	frp	Eurasia	11	45.81	6.48
fran1264	Old Frankish	Indo-European	frk	Eurasia	0	52.90	9.98
friu1240	Friulian	Indo-European	fur	Eurasia	3	46.15	13.05
gadd1242	Gaddi	Indo-European	gbk	Eurasia	2	32.36	76.57
gade1236	Gade Lohar	Indo-European	gda	Eurasia	0	25.86	78.22
gala1252	Galatian	Indo-European	xga	Eurasia	0		
gali1258	Galician	Indo-European	glg	Eurasia	0	42.24	-7.53
gall1276	Gallurese Sardinian	Indo-European	sdn	Eurasia	0	41.11	9.24
gami1242	Gamit	Indo-European	gbl	Eurasia	0	21.07	73.68
gard1245	Gardiol	Indo-European		Eurasia	0		
garh1243	Garhwali	Indo-European	gbm	Eurasia	16	30.51	78.72
gawa1247	Gawar-Bati	Indo-European	gwt	Eurasia	0	35.20	71.54
gazi1243	Gazi	Indo-European	gzi	Eurasia	0	34.04	49.46
ghan1244	Ghanaian Pidgin English	Indo-European	gpe	Africa	0	5.79	-0.28
gheg1238	Gheg Albanian	Indo-European	aln	Eurasia	0	42.32	21.38
gher1238	Ghera	Indo-European	ghr	Eurasia	0	25.38	68.37
gila1241	Gilaki	Indo-European	glk	Eurasia	2	37.13	49.84
goan1235	Goan Konkani	Indo-European	gom	Eurasia	7	15.27	74.21
goar1239	Goaria	Indo-European	gig	Eurasia	0	27.25	68.36
godw1241	Godwari	Indo-European	gdx	Eurasia	4	24.89	72.85
goth1244	Gothic	Indo-European	got	Eurasia	3	46.93	29.98
gowr1239	Gowro	Indo-European	gwf	Eurasia	0	35.12	73.12
goza1238	Gozarkhani	Indo-European	goz	Eurasia	0	36.41	50.70
gran1245	Grangali	Indo-European	nli	Eurasia	3	34.65	70.73
gren1247	Grenadian Creole English	Indo-European	gcl	North America	0	12.01	-61.70
gron1242	Gronings	Indo-European	gos	Eurasia	4	53.28	6.70
guad1242	Guadeloupean Creole French	Indo-European	gcf	North America	2	16.30	-61.41
guia1246	Guianese Creole French	Indo-European	gcr	South America	0	4.95	-52.73
guja1252	Gujarati	Indo-European	guj	Eurasia	6	22.69	71.10
guja1253	Gujari	Indo-European	gju	Eurasia	3	34.38	73.15
gulf1242	Gulf Coast French	Indo-European		North America	0		
gull1241	Sea Island Creole English	Indo-European	gul	North America	0	33.66	-79.60
gura1251	Gurani	Indo-European	hac	Eurasia	6	36.84	44.50
gurg1240	Gurgula	Indo-European	ggg	Eurasia	0	25.74	68.56
gurg1241	Gurgani	Indo-European		Eurasia	0	36.83	54.43
gutn1238	Archaic Gutnish	Indo-European		Eurasia	2		
hado1235	Hadothi	Indo-European	hoj	Eurasia	2	24.85	75.84
hait1244	Haitian	Indo-European	hat	North America	2	18.80	-72.14
hajo1238	Hajong	Indo-European	haj	Eurasia	0	25.51	89.86
halb1244	Halbi	Indo-European	hlb	Eurasia	9	20.31	81.37
hari1246	Indo-Aryan Kinnauri	Indo-European	kjo	Eurasia	0	31.78	77.06
hary1238	Haryanvi	Indo-European	bgc	Eurasia	5	29.02	76.04
harz1239	Harzani	Indo-European	hrz	Eurasia	0	38.43	48.28
hawa1247	Hawai'i Creole English	Indo-European	hwc	North America	0	19.63	-155.44
haza1239	Hazaragi	Indo-European	haz	Eurasia	0	33.37	64.51
hibe1235	Hiberno-Scottish Gaelic	Indo-European	ghc	Eurasia	0	55.93	-5.22
hier1240	Hieroglyphic Luwian	Indo-European	hlu	Eurasia	0		
hind1267	Hinduri	Indo-European	hii	Eurasia	0	31.02	77.14
hind1269	Hindi	Indo-European	hin	Eurasia	4	25.00	77.00
hitt1242	Hittite	Indo-European	hit	Eurasia	0	40.00	35.00
homs1234	Homshetsma	Indo-European		Eurasia	0		
hutt1235	Hutterite German	Indo-European	geh	North America	0	40.00	-97.00
icel1247	Icelandic	Indo-European	isl	Eurasia	0	63.48	-19.02
indu1241	Indus Kohistani	Indo-European	mvy	Eurasia	2	35.34	73.02
iris1253	Irish	Indo-European	gle	Eurasia	3	53.22	-7.62
ishk1246	Ishkashimi	Indo-European	isk	Eurasia	2	36.67	71.55
istr1244	Istriot	Indo-European	ist	Eurasia	0	45.09	13.64
istr1245	Istro Romanian	Indo-European	ruo	Eurasia	0	45.43	14.20
ital1282	Italian	Indo-European	ita	Eurasia	4	43.05	12.65
jadg1238	Jadgali	Indo-European	jdg	Eurasia	0	26.97	63.53
jaka1245	Inku	Indo-European	jat	Eurasia	0	36.00	68.61
jama1262	Jamaican Creole English	Indo-European	jam	North America	1	18.13	-77.26
jamt1238	Jamtska	Indo-European	jmk	Eurasia	0	63.00	14.67
jand1246	Jandavra	Indo-European	jnd	Eurasia	0	25.62	69.76
jaun1243	Jaunsari	Indo-European	jns	Eurasia	0	30.56	77.91
javi1237	Javindo	Indo-European	jvd	Papunesia	0		
jude1255	Judeo-Italian	Indo-European	itk	Eurasia	0	43.13	11.47
jude1256	Judeo-Tat	Indo-European	jdt	Eurasia	1	42.07	48.26
jude1257	Judeo-Persian	Indo-European	jpr	Eurasia	0	31.45	43.57
jude1268	Judeo-Hamadani	Indo-European		Eurasia	0		
juml1238	Jumli	Indo-European	jml	Eurasia	4	29.17	82.44
juti1236	Jutish	Indo-European	jut	Eurasia	0	54.91	9.39
kaba1276	Kabatei	Indo-European	xkp	Eurasia	2	37.05	49.76
kabu1254	Kabutra	Indo-European	kbu	Eurasia	0	25.29	69.69
kabu1256	Kabuverdianu	Indo-European	kea	Africa	3	15.06	-23.61
kach1272	Kachi Koli	Indo-European	gjk	Eurasia	6	24.30	69.19
kach1277	Kachchi	Indo-European	kfr	Eurasia	1	23.83	69.00
kaja1247	Kajali	Indo-European	xkj	Eurasia	0	35.90	53.48
kajk1237	Kajkavian	Indo-European	kjv	Eurasia	0	45.65	16.13
kala1372	Kalasha	Indo-European	kls	Eurasia	2	35.64	71.67
kala1373	Kalami	Indo-European	gwc	Eurasia	6	35.53	72.57
kalk1245	Kalkoti	Indo-European	xka	Eurasia	0	35.37	72.05
kalo1256	Kalo Finnish Romani	Indo-European	rmf	Eurasia	0	60.45	24.43
kama1350	Kamar	Indo-European	keq	Eurasia	0	20.53	81.91
kamv1242	Kamviri	Indo-European	xvi	Eurasia	2	30.00	70.00
kana1281	Kanauji	Indo-European	bjj	Eurasia	3	27.11	79.29
kang1280	Kangri	Indo-European	xnr	Eurasia	2	31.91	76.37
kanj1259	Kanjari	Indo-European	kft	Eurasia	1	25.70	74.74
kari1301	Karipúna Creole French	Indo-European	kmv	South America	0	3.43	-51.69
kari1303	Karingani	Indo-European	kgn	Eurasia	0	38.57	47.43
kash1274	Kashubian	Indo-European	csb	Eurasia	2	54.30	18.62
kash1277	Kashmiri	Indo-European	kas	Eurasia	13	34.17	74.33
kath1250	Kathoriya Tharu	Indo-European	tkt	Eurasia	0	28.59	80.89
kati1270	Kati	Indo-European	bsh	Eurasia	3	35.41	70.98
katk1238	Katkari	Indo-European	kfu	Eurasia	3	18.97	73.17
khan1272	Khandesi	Indo-European	khn	Eurasia	5	21.32	74.14
khar1283	Kharia Thar	Indo-European	ksy	Eurasia	0	22.25	83.80
khet1238	Khetrani	Indo-European	xhe	Eurasia	0	30.48	70.28
khoi1250	Kho'ini	Indo-European	xkc	Eurasia	0	36.90	48.62
khol1241	Kholosi	Indo-European		Eurasia	0	27.12	54.30
khot1251	Khotanese	Indo-European	kho	Eurasia	0		
khow1242	Khowar	Indo-European	khw	Eurasia	4	36.00	72.00
khun1255	Khunsari	Indo-European	kfm	Eurasia	0	36.70	49.37
khwa1238	Khwarezmian	Indo-European	xco	Eurasia	0		
kirm1248	Kirmanjki	Indo-European	kiu	Eurasia	2	39.16	39.40
koch1247	Kochila Tharu	Indo-European	thq	Eurasia	9	26.73	84.63
kohi1248	Kohistani Shina	Indo-European	plk	Eurasia	3	35.17	73.32
kols1241	Kölsch	Indo-European	ksh	Eurasia	1	50.95	6.93
konk1267	Konkani	Indo-European	knn	Eurasia	11	19.24	73.92
kore1279	Khoresh-e Rostam	Indo-European	okh	Eurasia	0	37.79	44.90
korl1238	Korlai Portuguese	Indo-European	vkp	Eurasia	0	19.03	73.01
koro1296	Koroshi	Indo-European	ktl	Eurasia	0	29.44	53.01
krio1252	Kriol	Indo-European	rop	Australia	0	-18.14	137.67
krio1253	Krio	Indo-European	kri	Africa	0	10.88	-14.32
kudm1238	Kudmali	Indo-European	kyw	Eurasia	0	25.92	87.33
kull1236	Kullu Pahari	Indo-European	kfx	Eurasia	2	31.83	77.38
kuma1273	Kumaoni	Indo-European	kfy	Eurasia	4	29.56	80.02
kumh1238	Kumhali	Indo-European	kra	Eurasia	0	27.83	84.14
kumz1235	Kumzari	Indo-European	zum	Eurasia	0	26.16	56.42
kund1257	Kundal Shahi	Indo-European	shd	Eurasia	0		
kupi1238	Kupia	Indo-European	key	Eurasia	0	16.47	79.52
kurm1243	Kurmukar	Indo-European	kfv	Eurasia	0	26.92	87.32
kwin1243	Kwinti	Indo-European	kww	South America	0	5.13	-56.13
ladi1250	Ladin	Indo-European	lld	Eurasia	9	46.61	11.89
ladi1251	Ladino	Indo-European	lad	Eurasia	3	41.20	28.66
lahu1250	Lahul Lohar	Indo-European	lhl	Eurasia	0	32.58	77.00
laki1244	Laki	Indo-European	lki	Eurasia	0	34.01	47.94
lamb1269	Lambadi	Indo-European	lmn	Eurasia	3	16.57	76.97
lari1253	Lari	Indo-European	lrl	Eurasia	6	27.64	54.63
lasg1238	Lasgerdi	Indo-European	lsa	Eurasia	0	35.40	53.00
lasi1242	Lasi	Indo-European	lss	Eurasia	0	25.33	66.91
lati1261	Latin	Indo-European	lat	Eurasia	0	41.90	12.45
latv1249	Latvian	Indo-European	lav	Eurasia	3	56.83	24.31
lepo1240	Lepontic	Indo-European	xlp	Eurasia	0		
ligu1248	Ligurian	Indo-European	lij	Eurasia	2	44.08	7.91
limb1263	Limburgan	Indo-European	lim	Eurasia	0	51.02	5.88
limo1249	Limonese Creole	Indo-European	qlm	North America	0		
lith1251	Lithuanian	Indo-European	lit	Eurasia	8	55.14	23.96
lodh1246	Lodhi	Indo-European	lbm	Eurasia	0	20.90	84.95
logu1236	Logudorese Sardinian	Indo-European	src	Eurasia	4	40.49	9.10
loma1235	Lomavren	Indo-European	rmi	Eurasia	0	40.00	45.00
lomb1257	Lombard	Indo-European	lmo	Eurasia	12	45.88	9.40
lore1243	Loreto-Ucayali Spanish	Indo-European	spq	South America	0	-4.75	-73.65
loui1240	Louisiana Creole French	Indo-European	lou	North America	0	30.04	-90.75
lowe1385	Lower Sorbian	Indo-European	dsb	Eurasia	0	51.66	13.94
lowe1388	Lower Silesian	Indo-European	sli	Eurasia	0	50.70	15.97
lusi1235	Lusitanian	Indo-European	xls	Eurasia	0		
luwa1238	Luwati	Indo-European	luv	Eurasia	0	23.63	58.49
luxe1241	Luxembourgish	Indo-European	ltz	Eurasia	1	49.68	6.15
lyci1241	Lycian	Indo-European	xlc	Eurasia	0		
lydi1241	Lydian	Indo-European	xld	Eurasia	0		
maca1262	Macanese	Indo-European	mzs	Eurasia	0	22.42	114.12
mace1250	Macedonian	Indo-European	mkd	Eurasia	3	41.60	21.79
maga1260	Magahi	Indo-European	mag	Eurasia	3	25.09	85.33
maha1287	Mahasu Pahari	Indo-European	bfz	Eurasia	10	31.01	77.53
maha1305	Maharastri Prakrit	Indo-European	pmh	Eurasia	0		
main1267	Mainfränkisch	Indo-European	vmf	Eurasia	0	50.01	8.62
mait1250	Maithili	Indo-European	mai	Eurasia	17	26.38	86.22
majh1253	Majhi	Indo-European	mjz	Eurasia	0	29.46	80.38
mala1533	Malacca-Batavia Portuguese Creole	Indo-European	mcm	Eurasia	0	2.19	102.26
mala1544	Malabar-Sri Lanka Portuguese	Indo-European		Eurasia	0	7.25	80.67
malp1246	Mar Paharia of Dumka	Indo-European	mkb	Eurasia	0	24.09	87.35
malv1243	Malvi	Indo-European	mup	Eurasia	15	23.49	75.56
mand1409	Mandeali	Indo-European	mjl	Eurasia	0	31.54	77.04
manx1243	Manx	Indo-European	glv	Eurasia	0	54.26	-4.45
mara1373	Maraghei	Indo-European	vmh	Eurasia	1	36.83	49.97
mara1378	Marathi	Indo-European	mar	Eurasia	6	17.93	76.67
marw1256	Marwari (Pakistan)	Indo-European	mve	Eurasia	5	28.32	71.57
marw1260	Marwari (India)	Indo-European	rwr	Eurasia	1	27.00	75.07
mawc1242	Mawchi	Indo-European	mke	Eurasia	3	21.57	74.00
maza1291	Mazanderani	Indo-European	mzn	Eurasia	2	36.24	52.30
megl1237	Megleno Romanian	Indo-European	ruq	Eurasia	0	41.12	22.38
memo1238	Memoni	Indo-European	mby	Eurasia	0	24.85	67.01
merw1238	Merwari	Indo-European	wry	Eurasia	0	26.77	74.09
mess1244	Messapic	Indo-European	cms	Eurasia	0		
mewa1249	Mewari	Indo-European	mtr	Eurasia	3	24.57	73.68
mewa1250	Mewati	Indo-European	wtm	Eurasia	0	27.74	76.95
midd1317	Middle English	Indo-European	enm	Eurasia	0		
midd1318	Middle Low German	Indo-European	gml	Eurasia	0		
midd1321	Middle Dutch	Indo-European	dum	Eurasia	0		
midd1343	Middle High German	Indo-European	gmh	Eurasia	0		
midd1350	Middle Indo-Aryan	Indo-European		Eurasia	0		
mily1238	Milyan	Indo-European	imy	Eurasia	0		
mind1263	Minderico	Indo-European	drc	Eurasia	0	39.51	-8.69
mira1251	Mirandese	Indo-European	mwl	Eurasia	0	41.54	-6.38
mirp1238	Mirpur Panjabi	Indo-European	pmu	Eurasia	0	33.56	74.37
moch1255	Mócheno	Indo-European	mhn	Eurasia	3	46.49	10.81
mode1248	Modern Greek	Indo-European	ell	Eurasia	30	42.32	24.87
mori1278	Morisyen	Indo-European	mfe	Africa	0	-20.26	57.55
moza1249	Mozarabic	Indo-European	mxi	Eurasia	0	37.88	-1.80
munj1244	Munji	Indo-European	mnj	Eurasia	4	35.93	70.94
musa1263	Musasa	Indo-European	smm	Eurasia	1	26.73	87.53
musl1236	Muslim Tat	Indo-European	ttt	Eurasia	11	41.43	46.65
myce1241	Mycenaean Greek	Indo-European	gmy	Eurasia	0		
naga1394	Naga Pidgin	Indo-European	nag	Eurasia	0	25.25	93.44
naha1261	Nahali-Baglani	Indo-European	nlx	Eurasia	0	21.43	74.83
naha1262	Nahari	Indo-European	nhh	Eurasia	0	20.41	81.98
nata1252	Natanzi	Indo-European	ntz	Eurasia	0	33.46	51.95
nayi1242	Nayini	Indo-European	nyq	Eurasia	3	34.22	53.52
ndyu1242	Aukan	Indo-European	djk	South America	2	4.31	-54.64
neap1235	Continental Southern Italian	Indo-European	nap	Eurasia	4	39.23	16.42
nege1244	Negerhollands	Indo-European	dcr	North America	0	18.34	-64.89
nepa1254	Nepali	Indo-European	npi	Eurasia	9	28.00	85.00
nica1252	Nicaragua Creole English	Indo-European	bzk	North America	0	12.44	-83.74
nige1257	Nigerian Pidgin	Indo-European	pcm	Africa	0	9.66	4.21
nima1243	Nimadi	Indo-European	noe	Eurasia	1	22.13	76.13
noir1238	Noiri	Indo-European	noi	Eurasia	1	22.88	73.55
nori1240	Noric	Indo-European	nrc	Eurasia	0		
nort2626	Northern Frisian	Indo-European	frr	Eurasia	4	54.64	8.58
nort2627	Eastern Low German	Indo-European	nds	Eurasia	12	50.77	6.09
nort2641	Northern Kurdish	Indo-European	kmr	Eurasia	15	37.00	43.00
nort2645	Northern Luri	Indo-European	lrc	Eurasia	7	32.54	47.92
nort2646	Northern Pashto	Indo-European	pbu	Eurasia	11	34.00	71.33
nort2662	Northern Hindko	Indo-European	hno	Eurasia	0	34.32	73.38
nort2665	Northwest Pashayi	Indo-European	glh	Eurasia	16	35.17	69.99
nort2666	Northeast Pashayi	Indo-European	aee	Eurasia	5	34.66	70.43
norw1258	Norwegian	Indo-European	nor	Eurasia	2	59.92	10.71
nouc1234	Nouchi	Indo-European		Africa	0	5.32	-4.03
nucl1235	Armenian	Indo-European	hye	Eurasia	35	40.00	45.00
occi1239	Occitan	Indo-European	oci	Eurasia	30	44.14	6.83
oddd1238	Od	Indo-European	odk	Eurasia	0	27.54	67.85
oldd1237	Old Dutch	Indo-European	odt	Eurasia	0		
olde1238	Old English (ca. 450-1100)	Indo-European	ang	Eurasia	1	51.06	-1.31
olde1239	Older Runic	Indo-European		Eurasia	0		
oldf1239	Old French (842-ca. 1400)	Indo-European	fro	Eurasia	0		
oldf1241	Old Frisian	Indo-European	ofs	Eurasia	0	53.00	6.00
oldh1241	Old High German (ca. 750-1050)	Indo-European	goh	Eurasia	0	52.00	10.00
oldi1245	Old Irish (to 900)	Indo-European	sga	Eurasia	0	53.00	-8.00
oldl1238	Old Latin	Indo-European	qbb	Eurasia	0		
oldm1244	Old Marathi	Indo-European	omr	Eurasia	0		
oldn1244	Old Norse	Indo-European	non	Eurasia	0	63.42	10.38
oldo1234	Old Ossetic	Indo-European	oos	Eurasia	0		
oldp1253	Old Provençal	Indo-European	pro	Eurasia	0		
oldp1254	Old Persian (ca. 600-400 B.C.)	Indo-European	peo	Eurasia	0	32.00	54.00
oldr1238	Old Russian	Indo-European	orv	Eurasia	0		
olds1249	Old Spanish	Indo-European	osp	Eurasia	0		
olds1250	Old Saxon	Indo-European	osx	Eurasia	0	52.37	9.72
oldw1238	Old Wanji	Indo-European		Eurasia	0		
oldw1239	Old Welsh	Indo-European	owl	Eurasia	0		
oorl1238	Oorlams	Indo-European	oor	Africa	0	-28.38	23.01
